test_id,description_x,description_y,same_security,seq_match
386,ishares us real estate etf,ishares u s real estate etf,True,0.9811320754716981
387,dfa emerging markets portfolio,dfa emrging markets,True,0.7755102040816326
388,alphabet inc-cl a,alphabet inc. class a,True,0.8421052631578947
389,raytheon co (new) div: .,raytheon co com,True,0.6153846153846154
390,charles schwab new,schwab charles corp new,True,0.6341463414634146
391,alibaba group holding lt,alibaba group hldg ltd sponsor,True,0.7777777777777778
392,oakmark international i,oakmark fds oakmark intl,True,0.5106382978723404
393,mastercard incorporated cmn class a,mastercard inc-class a,True,0.7368421052631579
394,kimberly-clark corp,kimberly-clark corp.,True,0.9743589743589743
395,ishares - yr treasry bd etf div: .,ishares barclays - year treasury bond,True,0.647887323943662
396,vanguard small-cap index fund admiral shares,vanguard small-cap index fund inst,True,0.8205128205128205
397,foot locker inc com isin #us sedol #,foot locker inc com isin #us sedol #,True,1.0
398,vanguard ttl bond mkt idx adm,vanguard total bond market index inv,True,0.8
399,chesapeake energy corporation oklahoma,chesapeake energy corp,True,0.7333333333333333
400,charles schwab corporation cmn,schwab charles corp new,False,0.49056603773584906
401,vanguard intl equity index fds ftse all world ex usa small cap index fd etf shs,vanguard ftse all world ex us small cap etf,True,0.7049180327868853
402,chicago bridge & iron co nv,chicago bridge & iron company n.v. eur. reg,True,0.7714285714285715
403,amer fds grwth fd amr a,american gr fd of america a,True,0.64
404,amg managers real estate securities fund,amg managers real estate securities fd,True,0.9743589743589743
405,american new perspective class a,new perspective fund cl a,True,0.7017543859649122
406,lloyds banking group plc sp adr,lloyds banking group plc div: .,True,0.8387096774193549
407,vanguard  idx adm,vanguard s&p  index - a,True,0.75
408,vanguard total bond market index admiral,vanguard total bond market index fund institutional shares,True,0.7551020408163265
409,j p morgan chase & co,jp morgan chase & co,True,0.975609756097561
410,halliburton co hldg,halliburton company,True,0.7368421052631579
411,guggenheim bulletshares  high yield corp bd,claymore exchange traded fd trust guggenheim bltshrs  high yld cp bd,True,0.6126126126126126
412,ishares russell  value etf,ishares russell  value etf iv,True,0.9454545454545454
413,pimco total return a,total return fund (pimco),True,0.5777777777777777
414,vanguard index fds vanguard reit etf formerly vanguard index tr to // reit viper shs,vanguard index fds vanguard reit etf formerly vanguard index,True,0.8333333333333334
415,powershares emrg mkts sovrgn dbt etf,powershares emerging markets sovereign d,True,0.7894736842105263
416,vang tot bd mkt adm,vanguard total bond market index,True,0.6666666666666666
417,arena pharmaceuticals inc com,arena pharmaceuticals,True,0.84
418,nokia corp spon adr f adr rep  nokia corps,nokia corp sponsored adr,True,0.5757575757575758
419,vanguard value index fund admiral shares,vanguard value index fund institutional shares,True,0.8372093023255814
420,vanguard total int bd idx etf,vanguard charlotte total intl bd index fd etf,True,0.7837837837837838
421,pimco total ret fd instl,pimco total return r,True,0.7272727272727273
422,intl business machines,intl business mach,True,0.9
423,harbor international fund,harbor international,True,0.8888888888888888
424,vanguard intl bond index etf,vanguard total internatlbnd etf iv,True,0.6451612903225806
425,vanguard extended market index institutional class,vang ext mkt idx ins,True,0.5714285714285714
426,caterpillar inc del,caterpillar inc,True,0.8823529411764706
427,visa inc com cl a,salesforce.com inc com,True,0.5128205128205128
428,pimco total return admin,total return fund (pimco),True,0.6122448979591837
429,pepsico inc.,pepsico inc nc div: .,True,0.7272727272727273
430,powershares fin pfd portfoli,powershares etf financial pfd portfolio,True,0.835820895522388
431,fid sel biotech,fidelity select biotechnology,True,0.6818181818181818
432,arcelormittal sa luxembourg ny registry sh isin #us sedol #bf,arcelormittal sa (luxembourg),True,0.6
433,realty incm corp reit,realty income corporation com,True,0.68
434,vanguard total international stock index fund admiral shares,vanguard ttl intl stk ind adm,True,0.651685393258427
435,c h robinson worldwide inc com new isin #us sedol #,c.h. robinson worldwide inc,True,0.6410256410256411
436,sprint corp shs series -,sprint corp,True,0.6285714285714286
437,google inc cl c,alphabet inc cap stk cl c,True,0.55
438,templeton glbal bond adv,templeton global bond adv,True,0.9795918367346939
439,apollo investments corp com,apollo invt corp com,True,0.851063829787234
440,sptn us bond idx is,spartan us bond indx fidelity adv class,True,0.6551724137931034
441,ishares inc msci emrg mkts min volatility etf,ishares msci markets minvol etf,True,0.7105263157894737
442,vanguard total bond market index admiral,vanguard total bond market idx-adm,True,0.8918918918918919
443,southwest gas corp div: .,southwest gas corp,True,0.8372093023255814
444,vanguard ftse developd mkt etf,vanguard ftse dev markets etf,True,0.847457627118644
445,spdr nuveen barclays muni bond etf,spdr nuveen barclays muni,True,0.847457627118644
446,dodge & cox interntl stock,dodge & cox international stock,True,0.9122807017543859
447,alexion pharms inc,alexion pharmaceuticals inc,True,0.8
448,vanguard total bond market idx-adm,vanguard ttl bnd mrk indx inst,True,0.75
449,general mtrs co,general motors co.,True,0.9090909090909091
450,zoes kitchen inc com isin #us sedol #bln,zoes kitchen inc com,True,0.6666666666666666
451,loomis sayles bond fund cl i,loomis sayles mlti-asset inc a,True,0.5862068965517241
452,athenahealth inc delaware,athenahealth inc,True,0.7804878048780488
453,ishares silver trust etf,ishares silver shares,True,0.7555555555555555
454,emerging markets,harding loevner emerging mkts,True,0.5777777777777777
455,markel corp hldg co,markel corp holding company,True,0.8260869565217391
456,ameriprise financial inc,ameriprise finl inc,True,0.8837209302325582
457,vanguard malvern fds etf,vanguard short term inflation protected,False,0.4444444444444444
458,alibaba group hldg limited sponsored ads,alibaba group hldg adr fsponsored adr  adr reps  ord,True,0.7391304347826086
459,american funds american hi inc tr r,american high-income trust,True,0.5573770491803278
460,first eagle global i,first eagle global fund cl i,True,0.8333333333333334
461,van mid cap index adm m,vanguard mid cap index,True,0.7555555555555555
462,chesapeake energy corp,chesapeake energy corp com,True,0.9166666666666666
463,starbucks corp. cmn,starbucks corp washington div: .,True,0.5882352941176471
464,mc donalds corp div: .,mcdonalds corp,True,0.7777777777777778
465,american funds europacifc r,american funds europacific r,True,0.9818181818181818
466,block h & r inc,block h&r inc,True,0.9285714285714286
467,vanguard ftse developed mkts etf,vanguard ftse developed market etf,True,0.9393939393939394
468,vang tot bd mkt adm,vang tot bd mk is pl,True,0.7692307692307693
469,pimco investment grade corporate bond fund - class a,fidelity conservativ income bond fd cl i,False,0.45652173913043476
470,vanguard mid cap index fund - admiral,vanguard mid cap index fd,True,0.8064516129032258
471,vanguard intrmd-term bond index adm,vanguard inter-term bond index port inv,True,0.8108108108108109
472,infinera corporation com isin #us sedol #byby,infinera corp com,True,0.5483870967741935
473,vanguard crsp us small cap index,vanguard small cap etf,True,0.7407407407407407
474,oneok partners lp lp,oneok partners l p unit ltd partnership,True,0.6779661016949152
475,american mutual fund,american fd american mutual fd cl f,True,0.6545454545454545
476,american funds europacific growth-r,american europacific growth,True,0.8709677419354839
477,vang tot bd mkt adm,vanguard ttl bnd mrk indx inst,True,0.5714285714285714
478,breitburn energy partners lp c,breitburn energy partners lp com,True,0.967741935483871
479,new york community bancorp inc.,new york community,True,0.7346938775510204
480,pimco income instl,pimco income administrative,True,0.7555555555555555
481,select sector spdr trust technology select index,sector spdr tr shs ben int technology,True,0.6352941176470588
482,vanguard ttl bond mkt idx adm,vanguard bond index total mkt investor,True,0.5671641791044776
483,tmpl global bond a,templeton global bond fund r,True,0.7391304347826086
484,ishares + year treasury bo,ishares + year,True,0.7
485,vang sm cap idx adm,vnguard index trust small cap idx instl,True,0.5172413793103449
486,linkedin corp class a,linkedin corp-a,True,0.7777777777777778
487,primecap odyssey stock,primecap odyssey stock fund,True,0.8979591836734694
488,time warner inc,time warner inc com new,True,0.7894736842105263
489,vanguard total bond market index-admiral,vanguard total bond market index fund institutional plus,True,0.75
490,marathon pete corporation,loews corporation div: .,True,0.5714285714285714
491,ishares core msci emerging etf,harding loevner emerging mkts,True,0.5423728813559322
492,vanguard short term tax exempt admiral share,vanguard short-term tax-exempt fund investor shares,True,0.8
493,ford motor com,ford mtr co,True,0.88
494,vanguard ftse all world ex us etf,vanguard ftse all-world ex-u,True,0.8524590163934426
495,vmware inc cl a com,vmware inc.,True,0.6666666666666666
496,royal dutch shell plc spons adr a,royal dutch shell plc sponsored adr repstg a shs,True,0.8148148148148148
497,spdr nuveen barclays municipal bond etf,spdr nuveen barclays capital m div: .,True,0.7105263157894737
498,united parcel service cl b,united parcel service inc cl b,True,0.9285714285714286
499,vang smcp gr idx adm,vanguard small cap growth index admiral,True,0.6779661016949152
500,novo-nordisk a s adr,novo-nordisk a s adr isin #us sedol #,True,0.7017543859649122
501,fidelity mass muni income,nuveen equity premium income,True,0.5283018867924528
502,ishares russell mid-cap value etf,ishares russell mid cap value etf iv,True,0.927536231884058
503,yamana gold inc cmn,yamana gold inc com,True,0.9473684210526315
504,vanguard total bond market idx-adm,vanguard total bond market idx instl pls,True,0.8108108108108109
505,otter tail corp com,otter tail corporation cmn,True,0.8
506,sptn intl index ins,sptn intl index adv,True,0.8421052631578947
507,cnooc ltd. adr (sponsored),cnooc limited adr fsponsored adr  adr rep  cl h ord,True,0.5974025974025974
508,eaton vance global macro abs ret a,eaton vance global macro abslte rt cl a,True,0.9041095890410958
509,dfa u s small cap value cl i,dfa us small cap value prtf instl,True,0.819672131147541
510,sears canada inc (canada),sears cda inc,True,0.6842105263157895
511,at&t inc com isin #usr sedol #,franklin res inc com isin #us sedol #,True,0.7761194029850746
512,vanguard total international bond index etf,vanguard total international bond et,True,0.9113924050632911
513,wisdomtree japan hedged equity -,wisdomtree japan hedged eq,True,0.896551724137931
514,templeton global bond fund advisor class,templeton glbal bond adv,True,0.75
515,trp health sciences,t. rowe price health sciences fund,True,0.7169811320754716
